Date;MSCI_Price;SAMCO_Price;MSCI_Gross;SAMCO_Gross;V25_Gross
11/22/2021;1365.6;1332.6;1464.49;1607.29;1557.284439
11/23/2021;1357.1;1324.6;1455.33;1597.65;1548.51355
11/24/2021;1361.1;1329.3;1459.68;1603.39;1553.356396
11/25/2021;1364.2;1332.1;1463.13;1606.83;1556.42031
11/26/2021;1329.6;1295.8;1425.98;1563.06;1513.832105
11/29/2021;1320.8;1289.3;1416.53;1555.29;1505.462533
11/30/2021;1319;1287.2;1414.65;1552.81;1504.245242
12/1/2021;1326.7;1295.2;1423.24;1562.76;1515.402102
12/2/2021;1328.6;1296.1;1425.25;1563.78;1516.923167
12/3/2021;1336;1300.9;1433.19;1569.55;1520.941063
12/6/2021;1329.6;1293.3;1426.43;1560.4;1515.290881
12/7/2021;1343.2;1308;1441.23;1578.26;1531.986573
12/8/2021;1356.1;1321.7;1455.21;1594.98;1546.601964
12/9/2021;1360.6;1326.9;1460.08;1601.62;1551.758533
12/10/2021;1355.4;1320.7;1454.66;1594.07;1546.011518
12/13/2021;1348.9;1311.6;1447.67;1583.14;1536.624422
12/14/2021;1337.8;1299;1435.88;1568.08;1523.277336
12/15/2021;1335.6;1295.8;1433.64;1564.3;1518.851871
12/16/2021;1343.7;1303.7;1442.43;1573.94;1527.174955
12/17/2021;1335.9;1295.5;1434.09;1564.15;1517.783817
12/20/2021;1308.4;1268.4;1404.68;1531.42;1486.852318
12/21/2021;1325;1286.1;1422.48;1552.87;1505.855113
12/22/2021;1332.3;1292.6;1430.56;1560.9;1513.800005
12/23/2021;1345.2;1305.6;1444.57;1576.72;1526.71267
12/24/2021;1347.5;1307.4;1447.01;1578.87;1529.499642
12/27/2021;1351.6;1311.7;1451.58;1584;1534.641818
12/28/2021;1359.7;1318.8;1460.29;1592.63;1543.655417
12/29/2021;1357.8;1315;1460.49;1588.3;1539.783967
12/30/2021;1364.5;1321;1467.79;1595.57;1545.584967
12/31/2021;1371.3;1328.8;1475.09;1605.03;1553.837199
1/3/2022;1372.8;1332.3;1476.83;1609.32;1556.701672
1/4/2022;1371.5;1327.5;1475.38;1603.48;1552.76148
1/5/2022;1362.8;1316.8;1466.27;1590.66;1543.231731
1/6/2022;1351.5;1306.2;1454.08;1577.92;1530.245908
1/7/2022;1352.7;1307.5;1455.41;1579.45;1533.121287
1/10/2022;1357.4;1313.5;1460.46;1586.7;1538.445441
1/11/2022;1355.9;1311.6;1458.8;1584.44;1538.63598
1/12/2022;1373.3;1329.8;1477.59;1606.53;1560.034388
1/13/2022;1373.2;1327.8;1477.6;1604.06;1557.246128
1/14/2022;1368.7;1322.5;1472.75;1597.71;1549.463998
1/17/2022;1370.3;1322.5;1474.48;1597.66;1549.175328
1/18/2022;1355.3;1307.6;1458.3;1579.66;1530.379467
1/19/2022;1353.3;1307;1456.23;1579.07;1529.097781
1/20/2022;1362.5;1317.9;1466.15;1592.14;1540.625239
1/21/2022;1342.2;1296.4;1444.28;1566.27;1518.808159
1/24/2022;1311.4;1266.9;1411.21;1530.62;1482.593644
1/25/2022;1300.2;1253.1;1399.14;1513.99;1468.555625
1/26/2022;1303.3;1253.8;1402.58;1514.9;1470.514219
1/27/2022;1288.2;1237.1;1386.34;1494.69;1452.984066
1/28/2022;1294.7;1242.2;1393.27;1500.94;1459.370953
1/31/2022;1310.2;1257.7;1409.99;1519.65;1477.830356
2/1/2022;1315.6;1263.5;1415.8;1526.69;1485.932635
2/2/2022;1317.9;1265;1418.31;1528.59;1487.882361
2/3/2022;1318.5;1265.2;1419.03;1528.84;1488.738684
2/4/2022;1321.8;1271.1;1422.7;1535.95;1493.241754
2/7/2022;1326.4;1276;1427.7;1541.89;1496.805584
2/8/2022;1327.3;1278.4;1428.68;1544.88;1500.660824
2/9/2022;1342.6;1296.3;1445.15;1566.5;1519.664314
2/10/2022;1343.2;1298.3;1445.87;1569.07;1522.638338
2/11/2022;1326.4;1280.8;1427.86;1547.96;1502.540241
2/14/2022;1298.8;1253.2;1398.43;1514.61;1472.501147
2/15/2022;1308.4;1265.2;1408.86;1529.21;1485.896446
2/16/2022;1325.1;1280.9;1426.9;1548.21;1505.413893
2/17/2022;1321.8;1277.9;1423.6;1544.67;1500.580493
2/18/2022;1322.1;1277.7;1423.9;1544.51;1498.784494
2/21/2022;1313.7;1270.3;1414.91;1535.51;1487.586909
2/22/2022;1295.5;1252;1395.48;1513.5;1469.158589
2/23/2022;1306.2;1261.2;1406.92;1524.68;1477.556692
2/24/2022;1250.3;1206.3;1346.78;1458.31;1406.420806
2/25/2022;1278.1;1234.2;1376.84;1492.19;1440.400458
2/28/2022;1276.3;1231.3;1375.1;1488.7;1435.343156
3/1/2022;1283.5;1238.5;1382.87;1497.44;1442.172217
3/2/2022;1278.6;1233.3;1377.81;1491.17;1436.9314
3/3/2022;1287.8;1241.6;1387.81;1501.26;1447.747068
3/4/2022;1263.6;1216;1361.66;1470.3;1416.612707
3/7/2022;1226.6;1177.3;1322.08;1423.49;1371.117819
3/8/2022;1212.8;1162.6;1307.32;1405.84;1355.984553
3/9/2022;1229.7;1182.2;1325.73;1429.77;1380.323917
3/10/2022;1246.3;1198.9;1343.67;1449.91;1397.614936
3/11/2022;1242.5;1192.3;1339.69;1442.06;1391.33319
3/14/2022;1225.1;1171.9;1321.05;1417.46;1370.982751
3/15/2022;1205.1;1151.1;1299.65;1392.32;1349.896903
3/16/2022;1233.5;1187.3;1330.3;1436.15;1390.538231
3/17/2022;1265;1221;1364.28;1477.02;1427.237763
3/18/2022;1273.9;1220.2;1374.04;1476.03;1418.546695
3/21/2022;1272.2;1215.3;1372.37;1470.16;1413.481542
3/22/2022;1282.5;1226.8;1383.49;1484.15;1425.377135
3/23/2022;1289.5;1234.4;1391.36;1493.54;1432.491409
3/24/2022;1295.3;1238.8;1397.83;1499.08;1438.801152
3/25/2022;1292;1231.8;1394.57;1490.8;1433.712937
3/28/2022;1285.5;1225.6;1387.68;1483.37;1425.193854
3/29/2022;1297.9;1236.4;1401.03;1496.52;1439.118449
3/30/2022;1309.3;1248.7;1413.58;1511.36;1452.900276
3/31/2022;1307.8;1244.2;1412.19;1506.04;1448.662764
4/1/2022;1314.1;1251;1419.13;1514.38;1456.625995
4/4/2022;1327.1;1265.8;1433.3;1532.47;1474.122565
4/5/2022;1329;1267;1435.39;1534.06;1474.376706
4/6/2022;1320.9;1258.7;1427;1524.24;1464.524571
4/7/2022;1301.4;1236.4;1406.24;1497.59;1441.432547
4/8/2022;1307.4;1242.5;1412.99;1505.29;1449.041038
4/11/2022;1293.5;1225.4;1398.19;1484.8;1433.070398
4/12/2022;1286.2;1217.5;1390.7;1475.35;1424.327233
4/13/2022;1295.5;1227.3;1400.84;1487.31;1435.502225
4/14/2022;1297.2;1230.3;1402.89;1491.22;1436.858151
4/15/2022;1292.4;1225.2;1397.73;1485.13;1432.453578
4/18/2022;1282.8;1214.3;1387.41;1471.95;1421.738432
4/19/2022;1283.1;1213.1;1387.96;1470.68;1419.550611
4/20/2022;1285.2;1213.8;1390.61;1471.87;1421.851744
4/21/2022;1286;1211.8;1391.83;1469.73;1418.586405
4/22/2022;1270.1;1199.6;1374.75;1455;1402.562194
4/25/2022;1236.8;1165.2;1338.88;1413.36;1365.144185
4/26/2022;1237.6;1167.1;1339.76;1415.8;1365.530939
4/27/2022;1227.4;1158;1328.92;1404.78;1353.588912
4/28/2022;1230.8;1163.4;1332.94;1411.63;1360.130111
4/29/2022;1238.9;1173.8;1341.88;1424.34;1370.40161
5/2/2022;1229.6;1166.6;1332.14;1415.99;1361.009243
5/3/2022;1229.6;1167.4;1332.21;1416.95;1359.76937
5/4/2022;1224.5;1163;1326.9;1411.57;1354.652482
5/5/2022;1222.9;1159.7;1325.36;1407.75;1349.655941
5/6/2022;1197.2;1132.8;1297.82;1375.37;1320.997572
5/9/2022;1167.5;1103.7;1265.79;1340.17;1287.446664
5/10/2022;1162.7;1100;1260.79;1335.75;1283.359056
5/11/2022;1157;1096.4;1254.78;1331.56;1278.308315
5/12/2022;1131.8;1072.9;1227.54;1302.91;1252.313051
5/13/2022;1151.1;1093.7;1248.54;1328.23;1276.445918
5/16/2022;1156.2;1100.1;1254.11;1336.02;1284.165242
5/17/2022;1178.4;1121;1278.37;1361.59;1308.530802
5/18/2022;1179.5;1123.4;1279.61;1364.48;1311.07347
5/19/2022;1164.3;1108.9;1263.22;1347.02;1294.626191
5/20/2022;1180.6;1125;1280.99;1366.58;1314.168401
5/23/2022;1184.1;1129.2;1284.88;1371.72;1319.784117
5/24/2022;1168.8;1113.2;1268.57;1352.62;1302.311591
5/25/2022;1167.4;1114.6;1267.2;1354.49;1302.570279
5/26/2022;1173.3;1121.2;1273.87;1362.66;1311.239982
5/27/2022;1187.9;1134.6;1289.8;1379.02;1326.867986
5/30/2022;1209.5;1156;1313.65;1405.22;1350.498047
5/31/2022;1215.6;1165.2;1320.31;1416.51;1359.322975
6/1/2022;1213.6;1162.1;1318.69;1413.26;1355.844689
6/2/2022;1209.7;1158;1314.52;1408.47;1350.799082
6/3/2022;1207.1;1155.3;1311.81;1405.23;1347.939511
6/6/2022;1205.4;1156;1310.55;1406.66;1347.944542
6/7/2022;1193.7;1144.5;1297.92;1393.11;1334.292226
6/8/2022;1195.7;1148.5;1300.66;1398.42;1338.243684
6/9/2022;1191.2;1142.3;1296;1391.21;1331.384935
6/10/2022;1176.8;1128.3;1280.6;1374.36;1313.315104
6/13/2022;1131.8;1086.9;1231.81;1324.28;1264.279385
6/14/2022;1127.5;1085.8;1227.26;1323.19;1261.318299
6/15/2022;1127;1083.5;1226.99;1321.25;1260.069146
6/16/2022;1113.1;1069.3;1212.43;1304.62;1245.180595
6/17/2022;1105.3;1062.1;1203.97;1295.92;1237.605983
6/20/2022;1084.3;1043.8;1181.25;1273.95;1218.06472
6/21/2022;1105;1064.1;1203.9;1299.38;1241.93437
6/22/2022;1080.4;1039.6;1177.56;1269.88;1216.256029
6/23/2022;1078.6;1038.4;1176;1268.77;1214.656452
6/24/2022;1095.8;1057.1;1194.9;1291.99;1234.989647
6/27/2022;1113.7;1074.5;1214.71;1313.8;1254.59487
6/28/2022;1109.2;1072;1210.29;1311.14;1251.324931
6/29/2022;1096.8;1057.8;1197.28;1294.54;1235.548445
6/30/2022;1082.8;1043.7;1182.25;1277.97;1219.348955
7/1/2022;1068.5;1029.8;1166.91;1261.16;1205.230705
7/4/2022;1064.7;1028.2;1163.25;1259.75;1203.825158
7/5/2022;1065;1030.3;1163.74;1262.61;1203.512071
7/6/2022;1054.2;1017.1;1152.46;1247.09;1190.609317
7/7/2022;1070.3;1033.5;1170.56;1267.53;1210.07859
7/8/2022;1076.3;1039.2;1177.2;1274.97;1216.48858
7/11/2022;1068.2;1029.8;1168.47;1263.42;1205.833772
7/12/2022;1050.8;1011.9;1149.72;1241.78;1186.936485
7/13/2022;1055.6;1016.9;1155.35;1248.37;1193.467008
7/14/2022;1050.9;1013.3;1151.5;1245.64;1188.849536
7/15/2022;1050.5;1010.5;1151.26;1242.43;1187.814726
7/18/2022;1067.7;1027.7;1170.27;1263.62;1207.427681
7/19/2022;1074.7;1033.7;1178.39;1271.54;1215.277674
7/20/2022;1081;1038.5;1185.8;1277.95;1222.246799
7/21/2022;1086.4;1043.5;1192.21;1284.62;1229.062802
7/22/2022;1086.6;1042.1;1192.43;1282.99;1229.572378
7/25/2022;1087.2;1042.9;1193.39;1284.3;1231.131451
7/26/2022;1083.3;1039.8;1189.26;1280.66;1226.390339
7/27/2022;1088.3;1043.4;1195.07;1285.23;1231.958322
7/28/2022;1097.7;1051.8;1206.17;1296.29;1242.573377
7/29/2022;1106.9;1057.8;1216.58;1303.93;1251.348051
8/1/2022;1112.3;1060.9;1222.58;1307.99;1258.146496
8/2/2022;1102.7;1052.2;1212.12;1297.25;1249.640374
8/3/2022;1099.2;1048.9;1208.55;1293.51;1246.652678
8/4/2022;1106.2;1054.8;1216.83;1301.28;1254.476628
8/5/2022;1117.4;1066.2;1229.15;1315.47;1266.680349
8/8/2022;1118.4;1066.5;1230.24;1315.88;1268.456066
8/9/2022;1119.5;1067.4;1231.79;1317.28;1269.455545
8/10/2022;1120.3;1066.7;1232.77;1316.53;1271.222555
8/11/2022;1132.5;1080.1;1246.4;1333.3;1285.212173
8/12/2022;1139.7;1087.6;1254.35;1342.76;1293.18565
8/15/2022;1142.2;1089.3;1257.15;1344.85;1294.592828
8/16/2022;1143.5;1089.7;1258.78;1345.42;1295.585151
8/17/2022;1143.4;1089.5;1258.84;1345.35;1295.416594
8/18/2022;1140.2;1085.5;1255.33;1340.46;1291.091876
8/19/2022;1131.8;1077.1;1246.17;1330.23;1280.250486
8/22/2022;1117.9;1064.4;1231.13;1314.68;1265.22145
8/23/2022;1118.7;1064.4;1232.14;1314.7;1266.3094
8/24/2022;1122.7;1067.2;1236.74;1318.53;1269.909756
8/25/2022;1134.6;1079.7;1250.12;1334.52;1284.017868
8/26/2022;1138.1;1083.1;1254.43;1339.15;1287.58128
8/29/2022;1121.7;1065.9;1236.35;1317.86;1267.440097
8/30/2022;1129.2;1072.9;1244.85;1326.72;1275.024799
8/31/2022;1131.6;1075.8;1247.48;1330.44;1276.565347
9/1/2022;1117.7;1061.2;1232.35;1312.49;1259.912641
9/2/2022;1117.9;1058.9;1232.52;1309.65;1259.295664
9/5/2022;1113.7;1054.9;1227.96;1305.01;1256.053156
9/6/2022;1109.2;1051.3;1223.07;1300.5;1250.871284
9/7/2022;1102;1045;1215.25;1292.84;1244.450576
9/8/2022;1112;1053.3;1226.44;1303.31;1254.997728
9/9/2022;1120.1;1062.2;1235.58;1314.47;1265.166944
9/12/2022;1129.1;1070.9;1245.6;1325.3;1276.285143
9/13/2022;1128.8;1072.1;1245.33;1326.88;1275.336336
9/14/2022;1117.2;1060.1;1232.69;1312.11;1261.583871
9/15/2022;1114.3;1057.7;1229.71;1309.35;1257.627714
9/16/2022;1098.1;1040.1;1211.9;1287.68;1237.504738
9/19/2022;1087.3;1030.3;1200.13;1275.67;1225.786633
9/20/2022;1095.4;1037.3;1209.12;1284.44;1233.397834
9/21/2022;1083.9;1026.1;1197.29;1270.92;1220.753868
9/22/2022;1078.4;1020.4;1191.28;1263.95;1214.551986
9/23/2022;1057.8;1000.6;1168.55;1239.4;1191.200764
9/26/2022;1020.7;965.8;1127.8;1196.65;1151.439929
9/27/2022;1026.4;972.7;1134.09;1205.13;1158.912633
9/28/2022;1005.8;951.9;1111.39;1179.43;1136.904621
9/29/2022;1005.5;951.3;1111.17;1178.79;1135.604923
9/30/2022;1016;959.2;1122.82;1188.65;1144.61635
10/3/2022;1017.1;960.3;1124.04;1190.09;1147.521116
10/4/2022;1039.6;982.8;1148.98;1218.01;1173.335223
10/5/2022;1041.3;985.6;1150.98;1221.51;1175.688186
10/6/2022;1050.3;993.6;1160.85;1231.45;1184.176471
10/7/2022;1039.4;982.6;1148.9;1217.76;1171.831674
10/10/2022;1031.8;974.9;1140.47;1208.25;1162.052051
10/11/2022;1007.5;952.2;1113.68;1180.15;1137.706123
10/12/2022;1008.8;953.8;1115.15;1182.24;1139.087785
10/13/2022;995.1;940.9;1100.03;1166.2;1125.620445
10/14/2022;1005.3;952.1;1111.25;1180.16;1137.658766
10/17/2022;1007.9;954.3;1114.24;1182.92;1142.44321
10/18/2022;1021.2;968.1;1128.9;1200.12;1158.727511
10/19/2022;1012.3;959.1;1119.25;1188.95;1148.575763
10/20/2022;1010.4;957.4;1117.14;1186.84;1147.960216
10/21/2022;1005.5;952;1111.74;1180.25;1142.964539
10/24/2022;1003.2;949;1109.25;1176.55;1138.589854
10/25/2022;999.9;946.3;1105.59;1173.16;1136.645346
10/26/2022;1002.7;950.3;1108.73;1178.2;1141.791471
10/27/2022;1017.6;964.7;1125.21;1195.98;1156.700146
10/28/2022;1007.7;954.7;1114.33;1183.6;1146.258027
10/31/2022;1014.7;959;1122.13;1188.96;1151.226205
11/1/2022;1027;972.5;1135.76;1205.76;1166.986327
11/2/2022;1031;977.7;1140.3;1212.26;1173.33336
11/3/2022;1029.1;974.8;1138.26;1208.77;1168.403345
11/4/2022;1041.5;988.8;1152.05;1226.07;1185.538639
11/7/2022;1052.8;1000;1164.64;1240.12;1198.917901
11/8/2022;1054.8;1002.9;1166.91;1243.8;1201.534492
11/9/2022;1059.9;1007.8;1172.61;1249.89;1208.034812
11/10/2022;1047.4;997.6;1158.91;1237.43;1196.827703
11/11/2022;1078;1029.6;1192.93;1277.36;1233.542882
11/14/2022;1084.8;1037.7;1200.55;1287.38;1243.231103
11/15/2022;1095.8;1050.1;1212.74;1302.73;1256.308035
11/16/2022;1088.4;1039.8;1204.53;1290.02;1245.030175
11/17/2022;1077.9;1030.7;1193.12;1278.84;1233.479242
11/18/2022;1077;1028.3;1192.16;1275.91;1231.837837
11/21/2022;1070.8;1021.5;1185.43;1267.47;1224.061689
11/22/2022;1069;1019.7;1183.69;1265.48;1222.711092
11/23/2022;1074.7;1025.5;1190.05;1272.77;1229.166124
11/24/2022;1091.5;1041.9;1208.76;1293.33;1248.418497
11/25/2022;1088.9;1040.4;1206;1291.5;1246.371673
11/28/2022;1085.4;1036.1;1202.17;1286.25;1242.158493
11/29/2022;1094.9;1047.3;1212.7;1300.1;1254.628726
11/30/2022;1108.8;1061.7;1228.12;1318.08;1270.603124
12/1/2022;1121.4;1073.4;1242.13;1332.63;1283.511
12/2/2022;1123.6;1074.8;1244.54;1334.34;1284.657148
12/5/2022;1126;1077.3;1247.23;1337.45;1287.627947
12/6/2022;1108.5;1061.4;1227.9;1317.77;1270.520802
12/7/2022;1101.3;1053.5;1220;1308.13;1261.84401
12/8/2022;1106.9;1059.9;1226.3;1316.07;1269.776607
12/9/2022;1113;1066.3;1232.99;1324;1276.270646
12/12/2022;1103.6;1057.7;1222.65;1313.53;1266.900848
12/13/2022;1105.5;1059.9;1224.95;1316.2;1269.695346
12/14/2022;1116.4;1071;1237.08;1330.08;1280.813819
12/15/2022;1106.4;1061.8;1226.02;1318.72;1270.212412
12/16/2022;1097.1;1055.1;1215.86;1310.52;1262.772421
12/19/2022;1097.7;1054.1;1216.55;1309.28;1263.36494
12/20/2022;1091.1;1047.7;1209.37;1301.39;1258.444219
12/21/2022;1091.8;1049.8;1210.28;1304.06;1261.101054
12/22/2022;1097.7;1055.7;1216.82;1311.43;1267.024916
12/23/2022;1085.5;1041.7;1203.34;1294.1;1253.038214
12/26/2022;1092;1047.9;1210.53;1301.8;1259.478225
12/27/2022;1096.7;1053.3;1215.84;1308.73;1264.602515
12/28/2022;1092.7;1048.5;1214.37;1302.9;1260.655261
12/29/2022;1091.7;1048;1213.31;1302.45;1261.033398
12/30/2022;1094.4;1050.9;1216.38;1306.08;1263.361552
1/2/2023;1093.4;1049;1215.36;1303.75;1261.749433
1/3/2023;1094.5;1052.1;1216.61;1307.73;1263.869891
1/4/2023;1098.2;1057.8;1220.8;1314.9;1268.584174
1/5/2023;1098.9;1060;1221.55;1317.61;1270.037445
1/6/2023;1105.2;1064.1;1228.65;1322.71;1277.043268
1/9/2023;1127.1;1084.5;1252.98;1348.12;1300.411006
1/10/2023;1129.7;1087;1255.81;1351.14;1302.236628
1/11/2023;1132.3;1088.8;1259.04;1353.5;1303.921779
1/12/2023;1134.8;1089.6;1261.87;1354.49;1306.34389
1/13/2023;1140.3;1095.9;1267.97;1362.35;1313.600311
1/16/2023;1144;1099.1;1272.03;1366.34;1318.427819
1/17/2023;1139.9;1094.2;1267.49;1360.27;1313.649821
1/18/2023;1143.4;1096.6;1271.57;1363.3;1317.744224
1/19/2023;1141.6;1096.2;1269.6;1362.82;1316.318062
1/20/2023;1144.5;1099.8;1272.76;1367.33;1319.87271
1/23/2023;1146;1100.6;1274.48;1368.37;1321.823281
1/24/2023;1144.8;1099.5;1273.14;1367.09;1321.232352
1/25/2023;1145.9;1101.1;1274.42;1369.13;1322.513603
1/26/2023;1151.7;1107.8;1280.94;1377.48;1328.782907
1/27/2023;1148.7;1104.5;1277.64;1373.38;1324.39476
1/30/2023;1147.8;1101.7;1276.63;1369.81;1320.905424
1/31/2023;1158.6;1108.5;1288.63;1378.36;1327.084016
2/1/2023;1164.9;1115.1;1295.63;1386.51;1332.859326
2/2/2023;1178.1;1126.3;1310.36;1400.5;1344.546483
2/3/2023;1171.6;1119.4;1303.17;1391.94;1336.163678
2/6/2023;1153;1101.1;1282.49;1369.18;1315.969072
2/7/2023;1152.9;1101.2;1282.48;1369.35;1313.495922
2/8/2023;1157.2;1105.4;1287.26;1374.62;1318.921414
2/9/2023;1154.8;1104.8;1284.82;1373.9;1317.488962
2/10/2023;1146.3;1095.2;1275.39;1362.01;1307.743046
2/13/2023;1143.2;1092.5;1271.95;1358.73;1304.944984
2/14/2023;1143.2;1092.8;1272.02;1359.03;1305.06054
2/15/2023;1136.3;1087.3;1264.48;1352.21;1299.66769
2/16/2023;1146.3;1096.8;1275.63;1364.19;1308.839434
2/17/2023;1138.2;1088.1;1266.66;1353.34;1299.833648
2/20/2023;1146.1;1096.4;1275.64;1363.74;1308.98782
2/21/2023;1142.6;1092.7;1271.84;1359.18;1304.99444
2/22/2023;1129.3;1080;1257.13;1343.52;1290.430412
2/23/2023;1137.5;1087.1;1266.31;1352.33;1298.164629
2/24/2023;1128.6;1077.8;1256.36;1340.89;1287.725984
2/27/2023;1120.8;1070.6;1247.81;1332.02;1279.484924
2/28/2023;1124.7;1072.8;1252.09;1334.74;1282.218665
3/1/2023;1133;1082.1;1261.4;1346.44;1292.801852
3/2/2023;1131.6;1082.4;1259.94;1346.77;1292.453433
3/3/2023;1140.4;1092.1;1269.71;1358.91;1303.60394
3/6/2023;1148.9;1100.6;1279.2;1369.43;1313.627675
3/7/2023;1145.4;1097.2;1275.39;1365.26;1309.324801
