Country,2019-03-18,2019-06-24,2019-09-23,2019-12-23,2020-03-23,2020-06-22,2020-09-21,2020-12-21,2021-03-22,2021-06-21,2021-09-20,2021-12-20,2022-03-21,2022-06-20,2022-09-19,2022-12-19,2023-03-20,2023-06-19,2023-09-18,2023-12-18,2024-03-18,2024-06-24,2024-09-23
BR,0.10095811843838684,0.11163416044995754,0.11706904969437344,0.11141190428271305,0.08109300125622051,0.0760249410514102,0.0682686248610198,0.0699200990936564,0.0702305749595115,0.08700180830806699,0.0727420497373257,0.05225656273643237,0.06646269539297267,0.05583572054223361,0.06341779602960455,0.044825871515102644,0.04693011019484662,0.05876624634886879,0.051007488350490675,0.05297829816465878,0.04750324884509983,0.03820059117505145,0.033812874103650664
MY,0.033756238575318065,0.034582983802395426,0.042276376206686055,0.02756453997059217,0.024274549833324475,0.0372646113952907,0.02769389926645895,0.02567971987088275,0.024339328639650496,0.03139679932502884,0.02955212396063858,0.02753055680279866,0.02989645298095809,0.03114657527579114,0.03307560520641273,0.03177922704857389,0.033921093016394864,0.028892113324625535,0.027858119738788056,0.027005385209038755,0.03464908825758342,0.02880818135488151,0.03145202560489246
PL,0.014782511840602995,0.015040446895225469,0.011983653683438497,0.011375491949953727,0.010999431955022747,0.012005417434465794,0.011272302583916297,0.018044968115107588,0.016214029781040803,0.014232489692908393,0.015310099005372195,0.01292255874097549,0.0114683630822635,0.011870589563210026,0.01790089048940895,0.011590159495570995,0.01351951785413935,0.014748106099548524,0.014661385647057488,0.014152426107765109,0.013671574743874444,0.01535485625935928,0.012622037455217673
GR,0.008523206401078953,0.010894068414061393,0.011233473094757241,0.00985401325686421,0.007202778388304947,0.013455614730520751,0.009802360002668382,0.010302549549520135,0.005796097139064351,0.006190642298383672,0.012628681919536828,0.00835246950891143,0.007626106050526297,0.004477436455839838,0.008321420586848911,0.004899960852992069,0.006868887719201846,0.007958886762679938,0.006187243433218863,0.006604778947056334,0.0049555951518788395,0.005217465714045752,0.005201466853939399
HU,0.0012077359961128002,0.0010930113708098115,0.0015071270622254791,0.0012216719121492295,0.0011825949342223459,0.0010268162797407434,0.0007667374777193123,0.0007724137507062367,0.0005903257875440342,0.0006009464730583241,0.0006085150590952861,0.0005090107838257281,0.0004861918255641997,0.0004100145684794689,0.0003157489370863991,0.00033387559281357706,0.0006359784398321552,0.0005457669955399529,0.0009006850492390441,0.0008389948885898754,0.0009269095301059458,0.00099112946121654,0.0009553869906703829
KR,0.22822812472934748,0.2142676395592573,0.17858968840124786,0.155680921095733,0.14559286880301117,0.16224530785081087,0.17082722897442448,0.17977863022711835,0.18767142190468908,0.19520495756147369,0.22143237616399136,0.18985785006414038,0.19351175251402333,0.16475392214964688,0.16192514193101437,0.15276925181924653,0.17042961397689096,0.17017179761004306,0.15411811443059065,0.15454212407638018,0.14749019041387415,0.1443417148134254,0.13088274066249195
IN,0.13197415050844322,0.14058932480117284,0.12655553576027487,0.11504691524461592,0.10125278427671588,0.08998414116082686,0.13994462932757676,0.14849325889179205,0.17833687580671406,0.18267878771985713,0.23406370950170344,0.20604925063728616,0.2480055278690549,0.226312674679535,0.3087599753147971,0.2736873717094327,0.2755779995393881,0.28323948751952904,0.2947281960911709,0.29386764198152693,0.29017847804622054,0.3308652538228894,0.32938826980941016
MX,0.0330163741328199,0.03523580863138171,0.031469486860859604,0.027173831251462728,0.019388788229294244,0.01838050605803529,0.01583162531432763,0.019326127142332523,0.020060836385575084,0.019936943225770547,0.016262835811204586,0.02377437652125827,0.025869197349999835,0.02203892629220433,0.02410920381744086,0.023927833305387777,0.028052089210740462,0.028328317082668718,0.02342257986990494,0.025652741896046105,0.02735636028285302,0.022381805152756628,0.020750584669753075
CO,0.006052899116046368,0.006350258596914488,0.0049934517553189865,0.004672760350307377,0.003030461054808629,0.004724033181397257,0.002845741335524606,0.003404703108751508,0.0030525967765551703,0.004712627911668622,0.002578758533914274,0.0025401323247584108,0.005057865749632319,0.005834505208853661,0.003880944702127053,0.000943764445987102,0.0008670254463673283,0.0008853773045791088,0.0007959216500033556,0.001004544966317019,0.0013846616701426381,0.0011218741736760461,0.0011234847046717885
TR,0.009922806067979293,0.010684351504901903,0.011756000447588375,0.011395481829135676,0.01197190100436405,0.01513336246608862,0.010813071874383622,0.011133108752667679,0.00829281699201623,0.011587902020975292,0.009734922664689054,0.009548812229406876,0.007758584485531365,0.00846773934367369,0.010458059292421324,0.02442946363707016,0.02412144598449725,0.018146678424766898,0.023634542918148455,0.027341909754332552,0.024044172375605376,0.026841765363945717,0.024290260698817602
TW,0.19467119445039222,0.21347922494081462,0.22208815377267707,0.1962065910112159,0.22397822820226365,0.21182454098911646,0.18998166629242322,0.186658786232153,0.20283635132088487,0.2121981925547027,0.2312380440311828,0.23451263431188019,0.25032763279755005,0.2291586041538808,0.2099861499963439,0.1918124076988734,0.22773309989036175,0.22809305540450503,0.1922853744706229,0.19564622419362038,0.202525554511594,0.2158123586842972,0.19084950750348562
ID,0.02860436524813428,0.0309573185887678,0.03410597597343045,0.023567004272097982,0.015867347980611703,0.02076339726415304,0.01776754276682168,0.022959949030761807,0.02290238990088809,0.018888819922365165,0.01603881637261458,0.01595689444588796,0.02018808235050072,0.022465470655994982,0.028809795522542384,0.022029909732142337,0.026199251493999307,0.0243129970652297,0.022944604490407517,0.01999762064779048,0.021768892885723194,0.019083951213480343,0.02138509210061091
ZA,0.05485290219212974,0.05618162388389569,0.05547415405572808,0.0457333112115198,0.03169328442089597,0.04194762651235363,0.03198975061075969,0.03757586238279871,0.042680002121049915,0.04542214263228884,0.03587403240478212,0.03278035770340496,0.03649203219792603,0.03583351601629598,0.03131854832215411,0.028319185707650088,0.029946948306839933,0.04194395791591902,0.027867043255908767,0.02594798935105771,0.024245465780453664,0.024497513861823424,0.02635963668601653
EG,0.005629186421092917,0.0053683902767785036,0.0044207284256586685,0.0034806698535342798,0.004030923676570142,0.00342429855555935,0.0030468425992874557,0.0030735072461972024,0.002385888186180988,0.0022158070427036637,0.002759324315482226,0.0027412685145151677,0.002888532393615316,0.002278222726497491,0.002092552639577107,0.0024945756821837094,0.0019343600922823623,0.0023850745479447296,0.0025146475260354674,0.004616271771733171,0.002190776558993918,0.0018370419596891415,0.0017264493171110782
TH,0.036883568378573345,0.057034263643661876,0.03279345022978291,0.026540885548517697,0.03606730078771048,0.03054128509283,0.0260215721134905,0.025171290989927604,0.023655860624700587,0.036559913380267095,0.03013972051008636,0.030924232530345135,0.03235849619107689,0.0357815120443343,0.04349846569746155,0.03890082152528127,0.041126382641800706,0.04037642543735497,0.03469006594489641,0.029154642736216027,0.029116852965303374,0.02682088589383836,0.031610084143446994
PK,0.004317448280590537,0.004611114110229691,0.004170916720077302,0.004355218863533483,0.005426980921886229,0.003874392742241901,0.0037477999315721844,0.0034228740735738356,0.003510371809174604,0.0035746441671402583,0.003132566577310801,0.002907907346872299,0.0028690696424330817,0.0026296704728245115,,,,,,,,,
PH,0.012774051206446037,0.012442928056340691,0.011041274724659544,0.008517891100562305,0.007463212481423247,0.013424067524468057,0.010297259094776365,0.011805077049780989,0.010904861667731724,0.01154475433777097,0.011089928345717795,0.010524237826315574,0.009200366646814923,0.014229449718634565,0.009636099871733882,0.008715742198713032,0.009241564786850454,0.009071494259944019,0.008348636899425887,0.008620385897502672,0.007112234745210083,0.006838300235318335,0.007612010169491049
CN,0.05659275216549402,0.0023193000444561196,0.05804976902655636,0.18296443233148846,0.24049826870802665,0.20440760420731666,0.22672347785432756,0.19185505263668295,0.15507587317598626,0.09159221270992085,0.030030355226082807,0.10730490121480873,0.040184894675330596,0.1184167559052572,0.033498694684137104,0.1193398333754408,0.0406174641947,0.018996871674855205,0.0865085804753142,0.0750209797589437,0.07650824499735985,0.03954355824537499,0.06837556091420192
RU,0.025559499642781355,0.026594763258872386,0.02613832415512298,0.021897252910479285,0.017435964865166718,0.022269738244676696,0.020114556201929597,0.019074414448617103,0.01196256420073131,0.01595484131092173,0.017264321302164473,0.019686919951358954,,,,,,,,,,,
CZ,0.0004616009894093239,0.0004552750399964643,0.00041393243732459136,0.0012200702563153168,0.0015162787828545416,0.0011315371548603894,0.0009375098882730916,0.0009978389458090448,0.0009288501421678664,0.0008919084065920547,0.0003218354003689332,0.00028610797313417965,0.00031419298047016516,0.0005179004652876953,0.0005108852460805634,0.0004855450440511882,0.0005698665529031996,0.0005117871935218419,0.00027116206226972456,0.00024835497672713613,0.0003965607275648468,0.0004088273473444187,0.0004275959905272258
CL,0.011231265218820046,0.010183744130108177,0.013869477512211627,0.010119141497208337,0.010033049437301942,0.01614676010383667,0.011305801628319173,0.010549768461162994,0.008572082678142854,0.0076128589981351615,0.007196983156735862,0.009032957831682956,0.009033962823755777,0.007540793761524924,0.008484021712807217,0.00772924306926469,0.009497988913084643,0.008661354121279542,0.006901038478829885,0.007888621060158599,0.007831850471371103,0.0074004418582238425,0.007119374865494444
KW,,,,,,,,,,,,,,,,0.010985956544222372,0.012209311744878696,0.01180996663266784,0.0106589672418042,0.0101434355455634,0.010797970019822975,0.010599877201177036,0.011134533242715173
SA,,,,,,,,,,,,,,,,,,0.0021542382739284617,0.009695601975872586,0.01872662806897544,0.021986200555923038,0.025400334584086706,0.03128852417597273
AE,,,,,,,,,,,,,,,,,,,,,0.0008203961161391772,0.003723692852919502,0.006961622624655295
QA,,,,,,,,,,,,,,,,,,,,,0.0025387203473029776,0.003908578771179185,0.004670876712755994
